individual,species,lab,sex,age,condition,round,range,urban_habitat,adult_sociality,caching,source,live_hunting,flock_size,touch,latency
Goliath,blue_jay,3,NA,Adult,Novel_object,3,0,1,0,1,0,0,0,1,534
Grover,blue_jay,3,NA,Adult,Control,1,0,1,0,1,0,0,0,1,30.6
Grover,blue_jay,3,NA,Adult,Control,2,0,1,0,1,0,0,0,1,32
Grover,blue_jay,3,NA,Adult,Control,3,0,1,0,1,0,0,0,1,22.2
Grover,blue_jay,3,NA,Adult,Novel_food,1,0,1,0,1,0,0,0,1,31
Grover,blue_jay,3,NA,Adult,Novel_food,2,0,1,0,1,0,0,0,1,28.4
Grover,blue_jay,3,NA,Adult,Novel_food,3,0,1,0,1,0,0,0,1,54.8
Grover,blue_jay,3,NA,Adult,Novel_object,1,0,1,0,1,0,0,0,1,99
Grover,blue_jay,3,NA,Adult,Novel_object,2,0,1,0,1,0,0,0,1,46.8
Grover,blue_jay,3,NA,Adult,Novel_object,3,0,1,0,1,0,0,0,1,102.4
Jerry,blue_jay,3,m,Adult,Control,1,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Control,2,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Control,3,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_food,1,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_food,2,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_food,3,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_object,1,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_object,2,0,1,0,1,0,0,0,0,600
Jerry,blue_jay,3,m,Adult,Novel_object,3,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Control,1,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Control,2,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Control,3,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_food,1,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_food,2,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_food,3,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_object,1,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_object,2,0,1,0,1,0,0,0,0,600
Kleio,blue_jay,3,f,Adult,Novel_object,3,0,1,0,1,0,0,0,0,600
Legolas,blue_jay,3,f,Adult,Control,1,0,1,0,1,0,0,0,1,7.2
Legolas,blue_jay,3,f,Adult,Control,2,0,1,0,1,0,0,0,1,16
Legolas,blue_jay,3,f,Adult,Control,3,0,1,0,1,0,0,0,1,10.2
Legolas,blue_jay,3,f,Adult,Novel_food,1,0,1,0,1,0,0,0,1,12.4
Legolas,blue_jay,3,f,Adult,Novel_food,2,0,1,0,1,0,0,0,1,12.8
Legolas,blue_jay,3,f,Adult,Novel_food,3,0,1,0,1,0,0,0,1,16.2
Legolas,blue_jay,3,f,Adult,Novel_object,1,0,1,0,1,0,0,0,1,7.6
Legolas,blue_jay,3,f,Adult,Novel_object,2,0,1,0,1,0,0,0,1,7.8
Legolas,blue_jay,3,f,Adult,Novel_object,3,0,1,0,1,0,0,0,1,9.4
Pippin,blue_jay,3,m,Adult,Control,2,0,1,0,1,0,0,0,0,600
Pippin,blue_jay,3,m,Adult,Novel_food,1,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Control,1,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Control,3,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Novel_food,2,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Novel_food,3,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Novel_object,1,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Novel_object,2,0,1,0,1,0,0,0,0,600
Pippin ,blue_jay,3,m,Adult,Novel_object,3,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Control,1,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Control,2,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Control,3,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Novel_food,1,0,1,0,1,0,0,0,1,583
Sibley,blue_jay,3,NA,Adult,Novel_food,2,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Novel_food,3,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Novel_object,1,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Novel_object,2,0,1,0,1,0,0,0,0,600
Sibley,blue_jay,3,NA,Adult,Novel_object,3,0,1,0,1,0,0,0,0,600
Corbie,carrion_crow,1,m,Adult,Control,1,0,1,0,0,0,1,1,1,29.4
Corbie,carrion_crow,1,m,Adult,Control,2,0,1,0,0,0,1,1,1,21.2
Corbie,carrion_crow,1,m,Adult,Control,3,0,1,0,0,0,1,1,1,34
Corbie,carrion_crow,1,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,10
Corbie,carrion_crow,1,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,35.4
Corbie,carrion_crow,1,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,101.8
Corbie,carrion_crow,1,m,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
Corbie,carrion_crow,1,m,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
Corbie,carrion_crow,1,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,143.4
Daisy,carrion_crow,1,f,Adult,Control,1,0,1,0,0,0,1,1,1,1.2
Daisy,carrion_crow,1,f,Adult,Novel_food,1,0,1,0,0,0,1,1,1,6.2
Daisy,carrion_crow,1,f,Adult,Novel_object,1,0,1,0,0,0,1,1,1,2
Juno,carrion_crow,1,f,Adult,Control,1,0,1,0,0,0,1,1,0,600
Juno,carrion_crow,1,f,Adult,Control,2,0,1,0,0,0,1,1,1,16
Juno,carrion_crow,1,f,Adult,Control,3,0,1,0,0,0,1,1,1,21.6
Juno,carrion_crow,1,f,Adult,Novel_food,1,0,1,0,0,0,1,1,0,600
Juno,carrion_crow,1,f,Adult,Novel_food,2,0,1,0,0,0,1,1,0,600
Juno,carrion_crow,1,f,Adult,Novel_food,3,0,1,0,0,0,1,1,1,61
Juno,carrion_crow,1,f,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
Juno,carrion_crow,1,f,Adult,Novel_object,2,0,1,0,0,0,1,1,0,600
Juno,carrion_crow,1,f,Adult,Novel_object,3,0,1,0,0,0,1,1,0,600
Peppi,carrion_crow,1,f,Adult,Control,1,0,1,0,0,0,1,1,1,5.8
Peppi,carrion_crow,1,f,Adult,Novel_object,1,0,1,0,0,0,1,1,0,600
Peppi,carrion_crow,1,f,Adult,Novel_object,2,0,1,0,0,0,1,1,1,3.2
Rainer,carrion_crow,1,f,Adult,Control,1,0,1,0,0,0,1,1,1,79.6
Rainer,carrion_crow,1,f,Adult,Control,2,0,1,0,0,0,1,1,1,9.2
Rainer,carrion_crow,1,f,Adult,Control,3,0,1,0,0,0,1,1,1,12.2
Rainer,carrion_crow,1,f,Adult,Novel_food,1,0,1,0,0,0,1,1,1,9.6
Rainer,carrion_crow,1,f,Adult,Novel_food,2,0,1,0,0,0,1,1,1,26.6
Rainer,carrion_crow,1,f,Adult,Novel_food,3,0,1,0,0,0,1,1,1,9.4
Rainer,carrion_crow,1,f,Adult,Novel_object,1,0,1,0,0,0,1,1,1,216.6
Rainer,carrion_crow,1,f,Adult,Novel_object,2,0,1,0,0,0,1,1,1,11.6
Rainer,carrion_crow,1,f,Adult,Novel_object,3,0,1,0,0,0,1,1,1,59.4
Saul,carrion_crow,1,m,Adult,Control,1,0,1,0,0,0,1,1,1,6.4
Saul,carrion_crow,1,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,26
Saul,carrion_crow,1,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,12
Signore,carrion_crow,1,m,Adult,Control,1,0,1,0,0,0,1,1,1,21.2
Signore,carrion_crow,1,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,73
Signore,carrion_crow,1,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,83.4
Willi,carrion_crow,1,m,Adult,Control,1,0,1,0,0,0,1,1,1,2
Willi,carrion_crow,1,m,Adult,Control,2,0,1,0,0,0,1,1,1,2.8
Willi,carrion_crow,1,m,Adult,Control,3,0,1,0,0,0,1,1,1,7.4
Willi,carrion_crow,1,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,2.4
Willi,carrion_crow,1,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,6
Willi,carrion_crow,1,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,21.4
Willi,carrion_crow,1,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,58.6
Willi,carrion_crow,1,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,3.6
Willi,carrion_crow,1,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,21
Crow1,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,7.4
Crow1,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,2
Crow1,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,2.6
Crow1,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,45.8
Crow1,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,10.6
Crow1,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,13
Crow1,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,12
Crow1,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,3
Crow1,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,15.6
Crow10,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,2.6
Crow10,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,2
Crow10,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,1.2
Crow10,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,3.8
Crow10,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,1.6
Crow10,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,2
Crow10,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,2.6
Crow10,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,2
Crow10,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,2
Crow2,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,10.2
Crow2,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,1.8
Crow2,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,1.8
Crow2,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,48.8
Crow2,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,11.2
Crow2,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,12.6
Crow2,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,295.4
Crow2,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,43
Crow2,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,391.4
Crow3,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,2
Crow3,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,2.6
Crow3,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,2.4
Crow3,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,2.8
Crow3,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,4
Crow3,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,2.6
Crow3,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,3.4
Crow3,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,3.2
Crow3,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,2.2
Crow4,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,21.8
Crow4,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,3.4
Crow4,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,2.2
Crow4,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,6.8
Crow4,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,4.2
Crow4,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,0,600
Crow4,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,5.4
Crow4,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,2.4
Crow4,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,2.8
Crow5,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,7.8
Crow5,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,4.6
Crow5,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,3
Crow5,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,21.2
Crow5,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,34.2
Crow5,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,32.2
Crow5,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,106.8
Crow5,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,46.6
Crow5,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,46.6
Crow6,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,24.6
Crow6,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,14.8
Crow6,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,22.4
Crow6,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,27.8
Crow6,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,55.8
Crow6,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,7
Crow6,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,459.6
Crow6,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,102.4
Crow6,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,52.6
Crow7,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,4.4
Crow7,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,3.4
Crow7,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,1.8
Crow7,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,15.4
Crow7,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,3
Crow7,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,7
Crow7,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,45
Crow7,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,12.2
Crow7,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,3.2
Crow8,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,166.6
Crow8,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,52.8
Crow8,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,70
Crow8,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,123.8
Crow8,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,144.2
Crow8,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,109.6
Crow8,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,93.8
Crow8,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,270.2
Crow8,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,152.2
Crow9,carrion_crow,8,m,Adult,Control,1,0,1,0,0,0,1,1,1,27.4
Crow9,carrion_crow,8,m,Adult,Control,2,0,1,0,0,0,1,1,1,30.8
Crow9,carrion_crow,8,m,Adult,Control,3,0,1,0,0,0,1,1,1,16.6
Crow9,carrion_crow,8,m,Adult,Novel_food,1,0,1,0,0,0,1,1,1,5.4
Crow9,carrion_crow,8,m,Adult,Novel_food,2,0,1,0,0,0,1,1,1,49.2
Crow9,carrion_crow,8,m,Adult,Novel_food,3,0,1,0,0,0,1,1,1,17.8
Crow9,carrion_crow,8,m,Adult,Novel_object,1,0,1,0,0,0,1,1,1,84.6
Crow9,carrion_crow,8,m,Adult,Novel_object,2,0,1,0,0,0,1,1,1,256.4
Crow9,carrion_crow,8,m,Adult,Novel_object,3,0,1,0,0,0,1,1,1,354
Beau,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,0,600
Beau,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,90.553
Beau,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,163.103
Beau,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,0,600
Beau,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,1,300.191
Beau,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,431.692
Beau,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Beau,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,35.612
Beau,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,25.012
Bill,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,1,414.244
Bill,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,59.057
Bill,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,6.747
Bill,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,1,466.733
Bill,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,1,478.174
Bill,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,202.2
Bill,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Bill,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,54.303
Bill,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,42.25
Bitsy,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,0,600
Bitsy,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,213.966
Bitsy,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,299.781
Bitsy,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,0,600
Bitsy,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,0,600
Bitsy,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,0,600
Bitsy,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Bitsy,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,146.14
Bitsy,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,427.934
Dennis,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,0,600
Dennis,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,77.76
Dennis,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,13.759
Dennis,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,1,194.19
Dennis,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,1,222.473
Dennis,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,6.27
Dennis,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Dennis,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,236.238
Dennis,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,167.663
Fido,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,1,427.249
Fido,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,105.1
Fido,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,26.526
Fido,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,1,549.306
Fido,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,0,600
Fido,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,18.003
Fido,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Fido,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,455.999
Fido,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,83.833
Fowler,clarks_nutcracker,6,f,Adult,Control,1,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Control,2,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Control,3,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_food,1,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_food,2,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_food,3,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_object,2,0,0,0,1,0,1,0,0,600
Fowler,clarks_nutcracker,6,f,Adult,Novel_object,3,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,65.827
Gabby,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,61.802
Gabby,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,0,600
Gabby,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,339.35
George_2,clarks_nutcracker,6,f,Adult,Control,1,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Control,2,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Control,3,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_food,1,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_food,2,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_food,3,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_object,2,0,0,0,1,0,1,0,0,600
George_2,clarks_nutcracker,6,f,Adult,Novel_object,3,0,0,0,1,0,1,0,0,600
Sid,clarks_nutcracker,6,f,Adult,Control,1,0,0,0,1,0,1,0,1,61.987
Sid,clarks_nutcracker,6,f,Adult,Control,2,0,0,0,1,0,1,0,1,41.501
Sid,clarks_nutcracker,6,f,Adult,Control,3,0,0,0,1,0,1,0,1,15.753
Sid,clarks_nutcracker,6,f,Adult,Novel_food,1,0,0,0,1,0,1,0,1,63.096
Sid,clarks_nutcracker,6,f,Adult,Novel_food,2,0,0,0,1,0,1,0,1,54.777
Sid,clarks_nutcracker,6,f,Adult,Novel_food,3,0,0,0,1,0,1,0,1,50.815
Sid,clarks_nutcracker,6,f,Adult,Novel_object,1,0,0,0,1,0,1,0,1,98.621
Sid,clarks_nutcracker,6,f,Adult,Novel_object,2,0,0,0,1,0,1,0,1,31.499
Sid,clarks_nutcracker,6,f,Adult,Novel_object,3,0,0,0,1,0,1,0,1,23.022
Sweet,clarks_nutcracker,6,m,Adult,Control,1,0,0,0,1,0,1,0,1,205
Sweet,clarks_nutcracker,6,m,Adult,Control,2,0,0,0,1,0,1,0,1,68.071
Sweet,clarks_nutcracker,6,m,Adult,Control,3,0,0,0,1,0,1,0,1,76.826
Sweet,clarks_nutcracker,6,m,Adult,Novel_food,1,0,0,0,1,0,1,0,1,114.914
Sweet,clarks_nutcracker,6,m,Adult,Novel_food,2,0,0,0,1,0,1,0,1,27.777
Sweet,clarks_nutcracker,6,m,Adult,Novel_food,3,0,0,0,1,0,1,0,1,55.566
Sweet,clarks_nutcracker,6,m,Adult,Novel_object,1,0,0,0,1,0,1,0,0,600
Sweet,clarks_nutcracker,6,m,Adult,Novel_object,2,0,0,0,1,0,1,0,1,81.327
Sweet,clarks_nutcracker,6,m,Adult,Novel_object,3,0,0,0,1,0,1,0,1,55.554
Aramis,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,4.4
Aramis,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,3.8
Aramis,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,4
Aramis,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,1,6
Aramis,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,17.4
Aramis,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,7.8
Aramis,common_raven,1,f,Adult,Novel_object,1,0,0,0,0,0,1,1,1,12.2
Aramis,common_raven,1,f,Adult,Novel_object,2,0,0,0,0,0,1,1,1,70
Aramis,common_raven,1,f,Adult,Novel_object,3,0,0,0,0,0,1,1,1,6.4
Astrid,common_raven,1,f,Adult,Control,1,0,0,0,0,0,1,1,1,0.4
Astrid,common_raven,1,f,Adult,Control,2,0,0,0,0,0,1,1,1,0.8
Astrid,common_raven,1,f,Adult,Control,3,0,0,0,0,0,1,1,1,0.2
Astrid,common_raven,1,f,Adult,Novel_food,1,0,0,0,0,0,1,1,1,0.4
Astrid,common_raven,1,f,Adult,Novel_food,2,0,0,0,0,0,1,1,1,1.6
Astrid,common_raven,1,f,Adult,Novel_food,3,0,0,0,0,0,1,1,1,0.4
