individual,species,lab,sex,age,condition,round,range,urban_habitat,adult_sociality,caching,source,live_hunting,flock_size,touch,latency
PJ_413,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,22.6
PJ_413,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_413,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_423,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_427,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,15.6
PJ_427,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,13.2
PJ_427,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,11.2
PJ_427,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,22.8
PJ_427,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,21.4
PJ_427,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,23.4
PJ_427,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_427,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_427,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_428,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,16.6
PJ_428,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,12.4
PJ_428,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,8.2
PJ_428,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,99.6
PJ_428,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,17
PJ_428,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,8.2
PJ_428,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,31.2
PJ_428,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,52.2
PJ_428,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,13.4
PJ_513,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,18.2
PJ_513,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,11
PJ_513,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,10.2
PJ_513,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,12
PJ_513,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,12.4
PJ_513,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,14
PJ_513,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,1,70.2
PJ_513,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_513,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,14.6
PJ_762,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_762,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_779,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,0,600
PJ_779,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,213.8
PJ_779,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,58.2
PJ_779,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,98
PJ_779,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,305.2
PJ_779,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,150.4
PJ_779,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_779,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,487.6
PJ_779,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,201.6
PJ_780,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,102.2
PJ_780,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,27.4
PJ_780,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,61.6
PJ_780,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,353.8
PJ_780,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,250
PJ_780,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,461
PJ_780,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_780,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_780,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Control,1,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Control,2,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Control,3,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Novel_food,1,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Novel_food,2,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Novel_food,3,0,0,1,1,0,0,1,1,436.8
PJ_787,pinyon_jay,9,f,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Novel_object,2,0,0,1,1,0,0,1,0,600
PJ_787,pinyon_jay,9,f,Adult,Novel_object,3,0,0,1,1,0,0,1,0,600
PJ_789,pinyon_jay,9,m,Adult,Control,1,0,0,1,1,0,0,1,1,14.4
PJ_789,pinyon_jay,9,m,Adult,Control,2,0,0,1,1,0,0,1,1,12.6
PJ_789,pinyon_jay,9,m,Adult,Control,3,0,0,1,1,0,0,1,1,13.4
PJ_789,pinyon_jay,9,m,Adult,Novel_food,1,0,0,1,1,0,0,1,1,133.2
PJ_789,pinyon_jay,9,m,Adult,Novel_food,2,0,0,1,1,0,0,1,1,12.8
PJ_789,pinyon_jay,9,m,Adult,Novel_food,3,0,0,1,1,0,0,1,1,20.2
PJ_789,pinyon_jay,9,m,Adult,Novel_object,1,0,0,1,1,0,0,1,0,600
PJ_789,pinyon_jay,9,m,Adult,Novel_object,2,0,0,1,1,0,0,1,1,329.6
PJ_789,pinyon_jay,9,m,Adult,Novel_object,3,0,0,1,1,0,0,1,1,353.4
